"Year","Period.Desc.","Trade.Flow","Reporter","Commodity.Code","Netweight..kg.","Trade.Value..US.."
2017,"February 2017","Imports","Kazakhstan",703,10069,2303
2017,"May 2017","Exports","Japan",703,2100,2940
2017,"April 2017","Exports","Japan",703,2010,2717
2017,"September 2017","Exports","Kazakhstan",703,1979220,351698
2017,"April 2017","Exports","Kazakhstan",703,1180895,99656
2017,"April 2017","Imports","Kazakhstan",703,1177,841
2017,"May 2017","Exports","Kazakhstan",703,1083199,147751
2017,"May 2017","Imports","Kazakhstan",703,1724,3228
2017,"August 2017","Imports","Kazakhstan",703,5856,3333
2017,"October 2017","Exports","Kazakhstan",703,2148730,396276
2017,"October 2017","Imports","Kazakhstan",703,592016,99252
2017,"April 2017","Exports","Rep. of Moldova",703,2598900,381479
2017,"June 2017","Exports","Turkey",703,27224500,7896295
2017,"April 2017","Imports","Mongolia",703,119450,19998
2017,"May 2017","Imports","Mongolia",703,97022,24079
2017,"February 2017","Exports","Turkey",703,4470,2816
2017,"May 2017","Exports","Turkey",703,28374280,9121710
2017,"November 2017","Exports","Turkey",703,20000,77000
2017,"July 2017","Exports","Rep. of Moldova",703,127792,42420
2017,"March 2017","Exports","Rep. of Moldova",703,988107,138216
2017,"April 2017","Exports","Turkey",703,10691130,3463717
2017,"October 2017","Imports","Mongolia",703,1000,1130
2017,"July 2017","Imports","Mongolia",703,500,100
2017,"March 2017","Imports","Mongolia",703,320,97
2017,"December 2017","Imports","Rep. of Moldova",703,21000,12223
2017,"February 2017","Exports","Rep. of Moldova",703,60240,10038
2017,"January 2017","Imports","Mongolia",703,51488,6708
2017,"December 2017","Imports","Mongolia",703,60000,6375
2017,"June 2017","Imports","Mongolia",703,500,379
2017,"August 2017","Exports","Rep. of Moldova",703,20400,8141
2017,"June 2017","Exports","Rep. of Moldova",703,21000,8400
2017,"November 2017","Imports","Mongolia",703,20000,2400
2017,"July 2017","Exports","Turkey",703,4169570,1223840
2017,"March 2017","Exports","Turkey",703,47600,10948
2017,"February 2017","Imports","Mongolia",703,64429,8126
2017,"May 2017","Exports","Rep. of Moldova",703,373490,94612
2017,"January 2017","Exports","Latvia",703,21330,15578
2017,"June 2017","Exports","Kyrgyzstan",703,454600,327850
2017,"May 2017","Exports","Azerbaijan",703,40048,1547788
2017,"February 2017","Exports","Lithuania",703,66592,61307
2017,"June 2017","Exports","Rep. of Korea",703,28951,56444
2017,"March 2017","Imports","Kyrgyzstan",703,80000,23144
2017,"April 2017","Exports","Kyrgyzstan",703,82160,32412
2017,"March 2017","Exports","Kyrgyzstan",703,907221,357097
2017,"May 2017","Exports","Kyrgyzstan",703,201380,100156
2017,"December 2017","Exports","Azerbaijan",703,1348,59030
2017,"October 2017","Exports","Lithuania",703,630,606
2017,"December 2017","Exports","Kenya",703,108,111
2017,"November 2017","Exports","Azerbaijan",703,2859,51184
2017,"June 2017","Exports","Azerbaijan",703,80485,3442602
2017,"May 2017","Exports","Lithuania",703,340,514
2017,"February 2017","Exports","Kenya",703,8,40
2017,"December 2017","Exports","Belarus",703,0,171800
2017,"November 2017","Imports","Belarus",703,34375,24300
2017,"March 2017","Exports","State of Palestine",703,396,168
2017,"December 2017","Exports","Canada",703,53082,36269
2017,"September 2017","Imports","Belarus",703,76207,64400
2017,"April 2017","Exports","State of Palestine",703,1018,432
2017,"June 2017","Imports","Belarus",703,36446,73800
2017,"April 2017","Exports","Poland",703,11600,10008
2017,"November 2017","Exports","State of Palestine",703,339,144
2017,"February 2017","Imports","Belarus",703,25364,69200
2017,"July 2017","Exports","State of Palestine",703,1413,600
2017,"April 2017","Exports","Belarus",703,0,572600
2017,"August 2017","Exports","Belarus",703,0,114500
2017,"February 2017","Exports","Canada",703,79623,57872
2017,"December 2017","Exports","State of Palestine",703,113,48
2017,"April 2017","Exports","Canada",703,26440,19341
2017,"April 2017","Imports","Belarus",703,29056,68300
2017,"August 2017","Exports","Poland",703,42246,29620
2017,"February 2017","Exports","State of Palestine",703,339,144
2017,"January 2017","Imports","Belarus",703,77259,119500
2017,"June 2017","Exports","Belarus",703,0,90400
2017,"August 2017","Imports","Belarus",703,14034,19500
2017,"January 2017","Exports","Poland",703,68752,59815
2017,"October 2017","Exports","State of Palestine",703,923,392
2017,"April 2017","Exports","Egypt",703,46542240,15367835
2017,"January 2017","Exports","Netherlands",703,2782660,2596529
2017,"February 2017","Exports","Ukraine",703,107,122
2017,"January 2017","Exports","Egypt",703,8300,32170
2017,"February 2017","Exports","Netherlands",703,3295865,3189104
2017,"July 2017","Exports","Egypt",703,6250210,1818744
2017,"October 2017","Exports","Ukraine",703,52,24
2017,"November 2017","Exports","Ukraine",703,40,21
2017,"March 2017","Exports","Ukraine",703,137,157
2017,"December 2017","Exports","Egypt",703,38200,44696
2017,"October 2017","Exports","Egypt",703,46000,47416
2017,"June 2017","Exports","Egypt",703,16049760,4537644
2017,"June 2017","Exports","Ukraine",703,21,11
2017,"May 2017","Exports","Egypt",703,35486670,10496163
2017,"May 2017","Exports","Ukraine",703,52,21
2017,"February 2017","Exports","Egypt",703,948270,855440
2017,"September 2017","Exports","Ukraine",703,44,29
2017,"March 2017","Exports","Egypt",703,7874452,5973491
2018,"October 2018","Imports","Poland",703,106080,18271
2018,"March 2018","Exports","Poland",703,128489,115089
2018,"January 2018","Exports","Poland",703,47887,36963
2018,"February 2018","Exports","Poland",703,87484,74954
2018,"April 2018","Exports","Poland",703,3483,3691
2018,"December 2018","Imports","Poland",703,291425,54291
2018,"November 2018","Imports","Poland",703,41492,8049
2018,"October 2018","Imports","Greece",703,20565,7793
2018,"August 2018","Exports","Poland",703,38586,33569
2018,"January 2018","Exports","Azerbaijan",703,2445,48555
2018,"March 2018","Exports","Azerbaijan",703,2009,59725
2018,"November 2018","Imports","Mongolia",703,2600,694
2018,"October 2018","Imports","Rep. of Moldova",703,831130,300892
2018,"March 2018","Imports","Rep. of Moldova",703,21000,10652
2018,"November 2018","Imports","Rep. of Moldova",703,1388738,489681
2018,"September 2018","Exports","Azerbaijan",703,18480,188451
2018,"April 2018","Exports","Azerbaijan",703,2464,104919
2018,"August 2018","Imports","Mongolia",703,24000,3973
2018,"July 2018","Exports","Azerbaijan",703,19900,118031
2018,"April 2018","Imports","Mongolia",703,102500,14375
2018,"June 2018","Exports","Azerbaijan",703,59325,1696912
2018,"August 2018","Exports","Azerbaijan",703,17860,60396
2018,"February 2018","Imports","Azerbaijan",703,19980,11972
2018,"June 2018","Imports","Mongolia",703,21100,3998
2018,"May 2018","Exports","Rep. of Moldova",703,21000,6438
2018,"December 2018","Imports","Mongolia",703,2050,430
2018,"December 2018","Exports","Azerbaijan",703,2259,80249
2018,"October 2018","Exports","Azerbaijan",703,10905,148179
2018,"February 2018","Exports","Azerbaijan",703,2038,50975
2018,"January 2018","Imports","Azerbaijan",703,20500,8200
2018,"December 2018","Exports","EU-28",703,237645,462336
2018,"November 2018","Imports","EU-28",703,1214264,312565
2018,"February 2018","Exports","EU-28",703,4363398,3531641
2018,"December 2018","Imports","Romania",703,1797370,432535
2018,"April 2018","Exports","EU-28",703,1904391,963222
2018,"March 2018","Exports","EU-28",703,5496828,3827759
2018,"May 2018","Exports","EU-28",703,171568,71090
2018,"July 2018","Exports","EU-28",703,259,471
2018,"June 2018","Exports","EU-28",703,352,2386
2018,"December 2018","Imports","EU-28",703,2279579,531365
2018,"November 2018","Exports","EU-28",703,402,2178
2018,"October 2018","Exports","EU-28",703,3796,11500
2018,"October 2018","Imports","Romania",703,167580,37137
2018,"August 2018","Exports","EU-28",703,1465194,1376623
2018,"October 2018","Imports","EU-28",703,425271,96380
2018,"January 2018","Exports","EU-28",703,3631634,3066080
2018,"November 2018","Imports","Romania",703,909272,222154
2018,"July 2018","Imports","EU-28",703,3500,1992
2018,"September 2018","Exports","EU-28",703,39742,34356
2018,"November 2018","Imports","Kazakhstan",703,1,610
2018,"December 2018","Imports","Belarus",703,281785,59800
2018,"December 2018","Exports","Kazakhstan",703,1645,269030
2018,"December 2018","Imports","Kazakhstan",703,3,881
2018,"April 2018","Imports","Kazakhstan",703,10652,2636
2018,"April 2018","Exports","Kazakhstan",703,4377371,671161
2018,"November 2018","Exports","Kazakhstan",703,2767,402007
2018,"March 2018","Exports","Kazakhstan",703,1296157,253768
2018,"March 2018","Imports","Kazakhstan",703,26348,8776
2018,"January 2018","Exports","Belarus",703,0,149900
2018,"January 2018","Imports","Belarus",703,59609,61800
2018,"March 2018","Exports","Belarus",703,0,159400
2018,"October 2018","Exports","Japan",703,50050,24101
2018,"June 2018","Imports","Belarus",703,371203,64600
2018,"July 2018","Imports","Belarus",703,50613,15800
2018,"January 2018","Exports","Kazakhstan",703,1767756,199593
2018,"January 2018","Imports","Kazakhstan",703,3372,2630
2018,"February 2018","Imports","Belarus",703,44655,64800
2018,"October 2018","Imports","Belarus",703,259628,60200
2018,"September 2018","Imports","Kazakhstan",703,6,1401
2018,"October 2018","Imports","Kazakhstan",703,4,1125
2018,"June 2018","Exports","South Africa",703,64,250
2018,"July 2018","Exports","South Africa",703,16,62
2018,"May 2018","Exports","South Africa",703,17,66
2018,"September 2018","Exports","South Africa",703,62,610
2018,"October 2018","Exports","South Africa",703,408,3791
2018,"November 2018","Exports","South Africa",703,229,2007
2018,"December 2018","Exports","South Africa",703,279,2568
2018,"March 2018","Exports","Czech Rep.",703,2,2
2018,"January 2018","Exports","Czech Rep.",703,2,2
2018,"February 2018","Exports","Czech Rep.",703,2,2
2018,"October 2018","Exports","Czech Rep.",703,10,4
2018,"September 2018","Exports","Czech Rep.",703,2,4
2018,"August 2018","Exports","Czech Rep.",703,2,4
2018,"April 2018","Exports","Czech Rep.",703,2,2
2018,"July 2018","Exports","Czech Rep.",703,2,3
2018,"May 2018","Exports","Czech Rep.",703,2,3
2018,"June 2018","Exports","Czech Rep.",703,2,4
2018,"November 2018","Exports","Czech Rep.",703,3,2
2018,"April 2018","Exports","India",703,1515500,453347
2018,"November 2018","Imports","Serbia",703,168982,37278
2018,"January 2018","Exports","India",703,29000,20126
2018,"April 2018","Exports","Serbia",703,12600,14040
2018,"June 2018","Exports","India",703,22720,7853
2018,"December 2018","Exports","India",703,28500,11511
2018,"March 2018","Exports","India",703,1540390,430711
2018,"October 2018","Imports","Serbia",703,105850,24066
2018,"May 2018","Exports","India",703,300500,85332
2018,"February 2018","Exports","India",703,798000,280281
2018,"December 2018","Imports","Serbia",703,4249205,990610
2018,"May 2018","Exports","Azerbaijan",703,2211814,1282748
2018,"May 2018","Imports","Mongolia",703,161000,23611
2018,"February 2018","Imports","Mongolia",703,28500,5479
2018,"December 2018","Imports","Montenegro",703,21090,4739
2018,"July 2018","Imports","Mongolia",703,21750,3783
2018,"October 2018","Imports","Mongolia",703,25500,3643
2018,"November 2018","Exports","Morocco",703,24000,4202
2018,"September 2018","Imports","Mongolia",703,43100,5484
2018,"November 2018","Exports","Azerbaijan",703,11646,49191
2018,"December 2018","Imports","Rep. of Moldova",703,860782,278844
2018,"November 2018","Exports","Belgium",703,400,2176
2018,"January 2018","Exports","Belgium",703,2820,20491
2018,"March 2018","Exports","Ukraine",703,48,40
2018,"September 2018","Exports","Egypt",703,81000,24459
2018,"December 2018","Exports","Egypt",703,48500,26469
2018,"January 2018","Exports","State of Palestine",703,201,96
2018,"February 2018","Exports","Ukraine",703,143,50
2018,"December 2018","Exports","Belgium",703,9620,60015
2018,"October 2018","Exports","Belgium",703,1392,8050
2018,"August 2018","Exports","Ukraine",703,14,16
2018,"February 2018","Exports","TFYR of Macedonia",703,1291,1009
2018,"April 2018","Exports","New Zealand",703,317000,139936
2018,"September 2018","Exports","Ukraine",703,21,21
2018,"March 2018","Exports","New Zealand",703,263000,115237
2018,"July 2018","Exports","Ukraine",703,25,16
2018,"April 2018","Exports","Egypt",703,11643418,2906300
2018,"August 2018","Exports","Egypt",703,82500,24886
2018,"May 2018","Exports","New Zealand",703,203000,86349
2018,"March 2018","Exports","State of Palestine",703,352,168
2018,"May 2018","Exports","Egypt",703,9926300,2171871
2018,"October 2018","Exports","Egypt",703,26000,11094
2018,"July 2018","Imports","Armenia",703,505,314
2018,"August 2018","Imports","Armenia",703,60,70
2018,"January 2018","Exports","Netherlands",703,3402874,2772927
2018,"November 2018","Exports","Armenia",703,1894,1432
2018,"September 2018","Exports","Netherlands",703,38234,33520
2018,"December 2018","Imports","Armenia",703,3800,860
2018,"January 2018","Exports","Armenia",703,1592,227
2018,"May 2018","Exports","Armenia",703,1530,1207
2018,"April 2018","Imports","Netherlands",703,350,3480
2018,"March 2018","Exports","Armenia",703,321,45
2018,"February 2018","Imports","Armenia",703,581420,49260
2018,"October 2018","Imports","Estonia",703,131046,34359
2018,"March 2018","Exports","Netherlands",703,5268360,3612062
2018,"February 2018","Exports","Armenia",703,1790,253
2018,"November 2018","Imports","Estonia",703,263500,83485
2018,"December 2018","Exports","Armenia",703,343,256
2018,"October 2018","Exports","Netherlands",703,336,2122
2018,"August 2018","Exports","Netherlands",703,1402430,1320922
2018,"May 2018","Exports","Netherlands",703,167700,67223
2018,"July 2018","Exports","Netherlands",703,250,467
2018,"April 2018","Exports","Armenia",703,5158,4202
2018,"May 2018","Exports","Georgia",703,255145,303502
2018,"August 2018","Exports","Georgia",703,11950,16252
2018,"February 2018","Imports","Georgia",703,80130,32573
2018,"November 2018","Exports","Georgia",703,265,239
2018,"January 2018","Exports","Norway",703,310,143
2018,"April 2018","Imports","Georgia",703,392037,159628
2018,"March 2018","Exports","",703,2196,3700
2018,"December 2018","Imports","Georgia",703,49170,18544
2018,"March 2018","Exports","Georgia",703,420,168
2018,"December 2018","Exports","Norway",703,212,188
2018,"April 2018","Exports","Georgia",703,30,12
2018,"July 2018","Exports","Georgia",703,5000,2000
2018,"August 2018","Exports","Norway",703,15,157
2018,"March 2018","Imports","Georgia",703,77400,31758
2018,"June 2018","Exports","Georgia",703,13280,18061
2018,"May 2018","Imports","Georgia",703,491110,200605
2018,"December 2018","Exports","Georgia",703,1850,1610
2018,"January 2018","Exports","Georgia",703,200,196
2018,"January 2018","Imports","Georgia",703,63910,25181
2018,"December 2018","Imports","Estonia",703,88800,18869
2018,"January 2018","Imports","Armenia",703,335900,29356
2018,"December 2018","Exports","Netherlands",703,223925,398600
2018,"April 2018","Exports","Netherlands",703,1877600,940464
2018,"March 2018","Imports","Armenia",703,692418,58358
2018,"February 2018","Exports","Netherlands",703,4237730,3399702
2018,"April 2018","Imports","Armenia",703,691850,63655
2018,"October 2018","Exports","Armenia",703,792,601
2018,"May 2018","Imports","Armenia",703,773841,72562
2018,"October 2018","Exports","Kazakhstan",703,6508,868485
2018,"July 2018","Exports","Belarus",703,0,143900
2018,"November 2018","Exports","Belarus",703,218518,91400
2018,"January 2018","Exports","Japan",703,48400,20817
2018,"July 2018","Exports","Kazakhstan",703,3603,732874
2018,"November 2018","Exports","Japan",703,50625,24651
2018,"October 2018","Exports","Belarus",703,295038,125000
2018,"April 2018","Exports","Belarus",703,0,184100
2018,"August 2018","Exports","Belarus",703,305470,137800
2018,"June 2018","Imports","Kazakhstan",703,5,2120
2018,"August 2018","Imports","Kazakhstan",703,10,1794
2018,"November 2018","Imports","Belarus",703,25583,7500
2018,"July 2018","Exports","Japan",703,2050,1939
2018,"September 2018","Exports","Belarus",703,0,140600
2018,"December 2018","Imports","Bulgaria",703,61984,12047
2018,"February 2018","Exports","Canada",703,26000,20000
2018,"May 2018","Imports","Belarus",703,69534,52800
2018,"September 2018","Imports","Belarus",703,50327,24800
2018,"March 2018","Imports","Belarus",703,82780,65700
2018,"September 2018","Exports","Kazakhstan",703,2318,306094
2018,"January 2018","Exports","Ukraine",703,63,45
2018,"April 2018","Exports","State of Palestine",703,604,288
2018,"October 2018","Exports","Ukraine",703,33,23
2018,"February 2018","Exports","State of Palestine",703,151,72
2018,"June 2018","Exports","Egypt",703,3041750,658333
2018,"December 2018","Exports","Ukraine",703,32,31
2018,"October 2018","Exports","TFYR of Macedonia",703,5,1
2018,"May 2018","Exports","State of Palestine",703,201,96
2018,"March 2018","Exports","Belgium",703,660,4521
2018,"January 2018","Exports","Egypt",703,60430,86967
2018,"July 2018","Exports","Egypt",703,54000,21743
2018,"November 2018","Exports","Ukraine",703,43,46
2018,"March 2018","Exports","Egypt",703,10345150,3820597
2018,"May 2018","Exports","Ukraine",703,44,21
2018,"February 2018","Exports","Egypt",703,2503660,1529457
2018,"February 2018","Exports","Belgium",703,3000,21077
2018,"January 2018","Exports","TFYR of Macedonia",703,1177,896
2018,"April 2018","Exports","Japan",703,2310,2483
2018,"August 2018","Imports","Belarus",703,7693,8800
2018,"August 2018","Exports","Kazakhstan",703,3614,635369
2018,"December 2018","Exports","Japan",703,3150,2159
2018,"September 2018","Exports","Japan",703,24000,10460
2018,"May 2018","Exports","Belarus",703,0,195500
2018,"April 2018","Imports","Belarus",703,36611,39400
2018,"May 2018","Exports","Kazakhstan",703,11470,898253
2018,"June 2018","Exports","Kazakhstan",703,7725,785611
2018,"December 2018","Exports","Belarus",703,303516,135500
2018,"February 2018","Exports","Kazakhstan",703,1414658,278588
2018,"February 2018","Imports","Kazakhstan",703,718230,31953
2018,"May 2018","Imports","Kazakhstan",703,7,3529
2018,"June 2018","Exports","Belarus",703,224212,104200
2018,"May 2018","Exports","Japan",703,1575,1933
2018,"February 2018","Exports","Belarus",703,0,132900
2018,"January 2018","Exports","Lithuania",703,133615,187314
2018,"June 2018","Exports","Lithuania",703,340,2382
2018,"October 2018","Exports","Kyrgyzstan",703,20000,3732
2018,"February 2018","Exports","Turkey",703,15150,17785
2018,"July 2018","Exports","Kyrgyzstan",703,405300,104485
2018,"April 2018","Exports","Rep. of Korea",703,5363,9682
2018,"December 2018","Exports","Kenya",703,3396,22800
2018,"September 2018","Exports","Kenya",703,3151,10836
2018,"September 2018","Exports","Kyrgyzstan",703,117000,38516
2018,"October 2018","Exports","Lithuania",703,2060,1326
2018,"April 2018","Exports","Kyrgyzstan",703,510500,105495
2018,"August 2018","Exports","Latvia",703,2760,605
2018,"May 2018","Exports","Lithuania",703,3860,3873
2018,"June 2018","Exports","Kenya",703,14290,19356
2018,"June 2018","Exports","Kyrgyzstan",703,538764,174793
2018,"March 2018","Exports","Kyrgyzstan",703,393240,49884
2018,"May 2018","Exports","Kyrgyzstan",703,705515,193613
2018,"January 2018","Imports","Turkey",703,24934,3088
2018,"August 2018","Exports","Lithuania",703,21410,21579
2018,"August 2018","Exports","Kyrgyzstan",703,87500,57555
2018,"December 2018","Exports","Lithuania",703,4100,3710
2018,"September 2018","Re-exports","United Arab Emirates",703,3,14
2018,"May 2018","Exports","Turkey",703,266490,85207
2018,"January 2018","Exports","Kyrgyzstan",703,76000,8336
2018,"November 2018","Exports","Kenya",703,1760,6611
2018,"July 2018","Imports","Kyrgyzstan",703,21600,6846
2018,"April 2018","Exports","Kenya",703,4840,12453
2018,"March 2018","Exports","Turkey",703,10200,12452
2018,"June 2018","Exports","Rep. of Korea",703,20000,32734
2018,"April 2018","Exports","Turkey",703,41680,59468
2018,"September 2018","Exports","United Arab Emirates",703,3,14
2018,"September 2018","Exports","Lithuania",703,1500,833
2018,"October 2018","Exports","Kenya",703,2935,10313
2018,"July 2018","Imports","Lithuania",703,3500,1991
2018,"August 2018","Exports","Turkey",703,80000,236000
2018,"February 2018","Exports","Kyrgyzstan",703,44500,4941
2018,"July 2018","Exports","Kenya",703,7666,28546
2018,"December 2018","Imports","Lithuania",703,40000,12120
2018,"May 2018","Exports","Kenya",703,2225,7275
2018,"August 2018","Exports","Kenya",703,6008,24256
2018,"February 2018","Exports","Lithuania",703,16370,16569
2018,"April 2018","Exports","Lithuania",703,23300,19023
2018,"March 2018","Exports","Lithuania",703,84700,82327
2018,"November 2018","Exports","Kyrgyzstan",703,4700,187
2018,"January 2018","Exports","Rep. of Korea",703,13098,31579
2018,"March 2018","Exports","Kenya",703,1725,5545
2018,"January 2018","Exports","Turkey",703,1400,1564
2018,"March 2018","Exports","Rep. of Korea",703,3697,6215
2019,"November 2019","Imports","Serbia",703,63200,11367
2019,"April 2019","Imports","Serbia",703,2559790,576832
2019,"May 2019","Exports","India",703,696000,250116
2019,"March 2019","Imports","Serbia",703,1173860,234018
2019,"October 2019","Imports","Serbia",703,42472,9777
2019,"January 2019","Imports","Serbia",703,3883261,954871
2019,"April 2019","Exports","India",703,1303000,418701
2019,"February 2019","Imports","Serbia",703,3215188,742745
2019,"June 2019","Exports","India",703,126000,46241
2019,"July 2019","Exports","Serbia",703,4210,3877
2019,"December 2019","Imports","Serbia",703,183989,40351
2019,"May 2019","Imports","Serbia",703,41540,14985
2019,"February 2019","Exports","India",703,789000,265094
2019,"January 2019","Exports","India",703,430500,143686
2019,"March 2019","Exports","India",703,1293680,461346
2019,"March 2019","Exports","New Zealand",703,26000,12531
2019,"December 2019","Exports","",703,156110,72340
2019,"July 2019","Exports","New Zealand",703,129000,55757
2019,"June 2019","Exports","",703,632425,248189
2019,"May 2019","Exports","",703,6212227,1865270
2019,"March 2019","Exports","",703,6216576,1113820
2019,"November 2019","Exports","",703,146150,80613
2019,"October 2019","Exports","",703,212880,71035
2019,"May 2019","Exports","New Zealand",703,52000,24886
2019,"January 2019","Exports","",703,230320,70942
2019,"August 2019","Exports","New Zealand",703,51000,21609
2019,"September 2019","Exports","",703,156352,42105
2019,"August 2019","Exports","",703,194120,96336
2019,"February 2019","Exports","",703,1004390,207135
2019,"July 2019","Exports","",703,319770,113568
2019,"April 2019","Exports","",703,1549074,659992
2019,"June 2019","Exports","New Zealand",703,104000,44842
2019,"April 2019","Exports","New Zealand",703,26000,12191
2019,"February 2019","Exports","Belgium",703,860,4972
2019,"August 2019","Exports","Belgium",703,200,1202
2019,"June 2019","Exports","Belgium",703,860,5765
2019,"April 2019","Imports","Georgia",703,222903,82886
2019,"February 2019","Imports","Norway",703,19260,11850
2019,"May 2019","Exports","Georgia",703,205905,259735
2019,"September 2019","Exports","",703,28890,25405
2019,"September 2019","Imports","Georgia",703,42796,14489
2019,"January 2019","Exports","Brazil",703,573,740
2019,"April 2019","Re-exports","Georgia",703,375,410
2019,"September 2019","Exports","Brazil",703,3,5
2019,"March 2019","Exports","Belgium",703,480,2506
2019,"December 2019","Exports","",703,8,24
2019,"January 2019","Exports","Belgium",703,4235,28427
2019,"May 2019","Exports","Belgium",703,816,2984
2019,"June 2019","Exports","Georgia",703,46645,50293
2019,"April 2019","Exports","Belgium",703,340,1972
2019,"March 2019","Exports","Georgia",703,1838,1616
2019,"December 2019","Imports","Georgia",703,915160,318047
2019,"November 2019","Exports","Georgia",703,306,275
2019,"July 2019","Exports","Belgium",703,380,2382
2019,"August 2019","Imports","EU-28",703,43000,9655
2019,"October 2019","Imports","EU-28",703,90100,21089
2019,"September 2019","Exports","Rep. of Korea",703,8790,6059
2019,"July 2019","Imports","EU-28",703,40000,17440
2019,"February 2019","Exports","Kenya",703,4219,49277
2019,"February 2019","Exports","Rep. of Korea",703,3225,3859
2019,"July 2019","Exports","Rep. of Korea",703,54880,31401
2019,"July 2019","Imports","Latvia",703,40000,17440
2019,"November 2019","Exports","EU-28",703,26454,25779
2019,"April 2019","Exports","Lithuania",703,8710,7749
2019,"September 2019","Exports","Lithuania",703,1200,912
2019,"November 2019","Imports","EU-28",703,65000,15310
2019,"March 2019","Exports","Rep. of Korea",703,200,192
2019,"March 2019","Exports","Kyrgyzstan",703,1998759,368038
2019,"February 2019","Imports","Latvia",703,59070,16242
2019,"March 2019","Exports","EU-28",703,3101074,4227497
2019,"January 2019","Exports","EU-28",703,1937650,2563245
2019,"April 2019","Exports","EU-28",703,783150,1080225
2019,"May 2019","Imports","EU-28",703,429400,107037
2019,"January 2019","Exports","Lithuania",703,82110,135704
2019,"March 2019","Exports","Lithuania",703,66210,52706
2019,"May 2019","Exports","Netherlands",703,65030,56301
2019,"March 2019","Exports","Netherlands",703,2944090,4090479
2019,"December 2019","Exports","Netherlands",703,245150,287433
2019,"September 2019","Imports","Finland",703,937,3298
2019,"October 2019","Exports","Netherlands",703,29345,32346
2019,"February 2019","Imports","Estonia",703,167623,43135
2019,"January 2019","Imports","Estonia",703,64500,22615
2019,"May 2019","Imports","Estonia",703,1582,971
2019,"September 2019","Exports","Netherlands",703,229435,210335
2019,"March 2019","Imports","Estonia",703,29693,13652
2019,"September 2019","Imports","Estonia",703,127500,25112
2019,"January 2019","Exports","Netherlands",703,1814062,2366888
2019,"April 2019","Imports","Estonia",703,10825,6094
2019,"August 2019","Exports","Netherlands",703,2021320,1800263
2019,"April 2019","Exports","Netherlands",703,774100,1070503
2019,"October 2019","Imports","Estonia",703,24000,5851
2019,"November 2019","Imports","Estonia",703,43000,10527
2019,"November 2019","Exports","Netherlands",703,21650,22643
2019,"June 2019","Imports","Estonia",703,466,307
2019,"August 2019","Imports","Estonia",703,43000,9655
2019,"February 2019","Exports","Netherlands",703,2340430,3235048
2019,"October 2019","Exports","Azerbaijan",703,19292,26663
2019,"July 2019","Exports","Azerbaijan",703,49870,69818
2019,"November 2019","Exports","Azerbaijan",703,48040,47535
2019,"May 2019","Exports","Azerbaijan",703,9927964,4299851
2019,"August 2019","Exports","Azerbaijan",703,106720,149408
2019,"February 2019","Imports","Bulgaria",703,102327,21435
2019,"April 2019","Exports","Belarus",703,112500,52200
2019,"April 2019","Imports","Azerbaijan",703,2274870,876824
2019,"February 2019","Imports","Belarus",703,3159390,519600
2019,"June 2019","Imports","Belarus",703,465163,39900
2019,"October 2019","Exports","Belarus",703,110379,28600
2019,"January 2019","Imports","Belarus",703,1459730,241400
2019,"February 2019","Exports","Azerbaijan",703,50996,47532
2019,"July 2019","Imports","Belarus",703,434071,70600
2019,"April 2019","Imports","Bulgaria",703,21000,2665
2019,"November 2019","Exports","Belarus",703,22710,4700
2019,"March 2019","Imports","Belarus",703,635281,171700
2019,"March 2019","Exports","Belarus",703,371178,144700
2019,"February 2019","Exports","Belarus",703,448463,165300
2019,"December 2019","Exports","Belarus",703,51490,11600
2019,"January 2019","Exports","Belarus",703,303114,123300
2019,"March 2019","Exports","South Africa",703,252,1980
2019,"November 2019","Exports","South Africa",703,122,888
2019,"August 2019","Exports","South Africa",703,198,1403
2019,"July 2019","Exports","South Africa",703,148,993
2019,"May 2019","Exports","South Africa",703,178,1308
2019,"December 2019","Exports","South Africa",703,138,918
2019,"April 2019","Exports","South Africa",703,188,1204
2019,"September 2019","Exports","South Africa",703,148,1160
2019,"June 2019","Exports","South Africa",703,255,1898
2019,"January 2019","Exports","South Africa",703,139,1391
2019,"October 2019","Exports","South Africa",703,130,968
2019,"February 2019","Exports","South Africa",703,85,589
2019,"February 2019","Imports","Georgia",703,63626,24121
2019,"December 2019","Exports","Georgia",703,1980,1782
2019,"February 2019","Exports","Georgia",703,670,585
2019,"January 2019","Imports","Georgia",703,43670,16365
2019,"April 2019","Exports","Georgia",703,11885,10927
2019,"March 2019","Imports","Georgia",703,119820,44654
2019,"January 2019","Exports","Georgia",703,620,558
2019,"April 2019","Imports","Poland",703,360026,56006
2019,"August 2019","Exports","Poland",703,57851,49893
2019,"May 2019","Imports","Poland",703,215820,21582
2019,"June 2019","Imports","Poland",703,212300,21230
2019,"December 2019","Imports","Qatar",703,484800,78321
2019,"March 2019","Imports","Poland",703,304647,86345
2019,"February 2019","Exports","Poland",703,66150,56889
2019,"February 2019","Imports","Poland",703,2902930,632257
2019,"March 2019","Exports","Poland",703,69794,60022
2019,"November 2019","Imports","Poland",703,22000,4820
2019,"January 2019","Imports","Poland",703,663755,138370
2019,"September 2019","Imports","Poland",703,64000,13778
2019,"September 2019","Exports","Poland",703,4230,3661
2019,"January 2019","Exports","Poland",703,37240,32210
2019,"February 2019","Imports","Romania",703,4700670,1064028
